time,z
1.0,4.738038145216993
1.01,4.754721437587207
1.02,4.769621011490999
1.03,4.782719513604938
1.04,4.794001188713761
1.05,4.803451920085357
1.06,4.811059267926658
1.07,4.816812505753502
1.08,4.820702654511875
1.09,4.822722514293249
1.1,4.822866693492516
1.11,4.821131635263781
1.12,4.817515641136656
1.13,4.812018891663632
1.1400000000000001,4.8046434639779205
1.15,4.795393346150301
1.16,4.784274448243366
1.17,4.771294609972012
1.18,4.7564636048896505
1.19,4.739793141030995
1.2,4.721296857953854
1.21,4.700990320134253
1.22,4.678891006681439
1.23,4.655018297351748
1.24,4.629393454852858
1.25,4.602039603442615
1.26,4.57298170383941
1.27,4.542246524473687
1.28,4.509862609122872
1.29,4.475860240984572
1.3,4.44027140325506
1.31,4.403129736292368
1.32,4.3644704914549814
1.33,4.3243304817186745
1.34,4.282748029185011
1.35,4.239762909605836
1.3599999999999999,4.1954162940580195
1.37,4.149750687912589
1.38,4.102809867251146
1.3900000000000001,4.054638812891186
1.4,4.005283642189527
1.4100000000000001,3.9547915388002575
1.42,3.903210680570007
1.43,3.850590165758973
1.44,3.796979937781114
1.45,3.7424307086610082
1.46,3.68699388140825
1.47,3.6307214715127736
1.48,3.5736660277662686
1.49,3.5158805526157804
1.5,3.4574184222556377
1.51,3.3983333066632553
1.52,3.3386790897828056
1.53,3.278509790058481
1.54,3.217879481516046
1.55,3.156842215587568
1.56,3.09545194386966
1.57,3.033762442000353
1.58,2.9718272348338575
1.5899999999999999,2.9096995230857816
1.6,2.8474321116143515
1.6099999999999999,2.7850773394954684
1.62,2.722687012040903
1.63,2.660312334900636
1.6400000000000001,2.59800385038069
1.65,2.535811376098576
1.6600000000000001,2.473783946088279
1.67,2.411969754456681
1.6800000000000002,2.350416101682607
1.69,2.289169343639235
1.7000000000000002,2.228274843409548
1.71,2.167776925953728
1.72,2.107718835676317
1.73,2.048142696930085
1.74,1.9890894774825323
1.75,1.9305989549602374
1.76,1.8727096862755304
1.77,1.8154589800295882
1.78,1.7588828718758391
1.79,1.7030161028175939
1.8,1.6478921004043934
1.81,1.5935429627822215
1.82,1.5399994455440722
1.83,1.4872909513190584
1.8399999999999999,1.4354455220302418
1.85,1.3844898337442904
1.8599999999999999,1.3344491940291219
1.87,1.2853475417295022
1.88,1.2372074490650222
1.8900000000000001,1.1900501259497551
1.9,1.143895426428551
1.9100000000000001,1.0987618571211293
1.92,1.0546665875619863
1.9300000000000002,1.0116254623216268
1.94,0.9696530147927639
1.9500000000000002,0.928762482523934
1.96,0.8889658239822996
1.97,0.8502737366275172
1.98,0.8126956761791038
1.99,0.7762398769610144
2.0,0.7409133732088615
2.01,0.706722021227584
2.02,0.6736705222902559
2.0300000000000002,0.6417624461720091
2.04,0.6110002552169586
2.05,0.5813853288401428
2.06,0.5529179883713463
2.0700000000000003,0.5255975221524798
2.08,0.49942221080570115
2.09,0.47438935259498966
2.1,0.45049528880987133
2.1100000000000003,0.42773542910596474
2.12,0.40610427674336935
2.13,0.3855954536702344
2.14,0.36620172540533263
2.1500000000000004,0.3479150256799467
2.16,0.33072648080583344
2.17,0.31462643374248833
2.1799999999999997,0.29960446784333594
2.19,0.2856494302665728
2.2,0.2727494550425901
2.21,0.26089198579557027
2.2199999999999998,0.2500637981226788
2.23,0.24025102163940282
2.24,0.2314391617047524
2.25,0.2236131208446635
2.26,0.21675721989625782
2.27,0.21085521889962883
2.2800000000000002,0.20589033776724452
2.29,0.2018452767642315
2.3,0.19870223683540886
2.31,0.19644293981709934
2.3200000000000003,0.195048648573564
2.33,0.19450018709897096
2.34,0.19477796062669384
2.35,0.19586197578791348
2.3600000000000003,0.19773186086131025
2.37,0.20036688615485712
2.38,0.20374598455962567
2.39,0.20784777231380147
2.4000000000000004,0.21265057001306617
2.41,0.2181324239008586
2.42,0.22427112746928393
2.4299999999999997,0.2310442433978669
2.44,0.23842912585383
2.45,0.24640294317346162
2.46,0.25494270093974924
2.4699999999999998,0.2640252654668664
2.48,0.27362738769720724
2.49,0.28372572751157904
2.5,0.2942968784478039
2.51,0.30531739281767056
2.52,0.3167638072066276
2.5300000000000002,0.32861266833492003
2.54,0.34084055925347495
2.55,0.35342412584198407
2.56,0.3663401035713274
2.5700000000000003,0.3795653444869176
2.58,0.39307684436420576
2.59,0.4068517699825773
2.6,0.4208674864588057
2.6100000000000003,0.43510158457662873
2.62,0.44953190804462445
2.63,0.46413658061040636
2.64,0.4788940329555185
2.6500000000000004,0.49378302929200835
2.66,0.5087826935787259
2.67,0.523872535272885
2.6799999999999997,0.5390324745303641
2.69,0.5542428667667014
2.7,0.569484526489542
2.71,0.5847387503129392
2.7199999999999998,0.5999873390635978
2.73,0.6152126188899139
2.74,0.6303974612855108
2.75,0.6455253019406582
2.76,0.6605801583370489
2.77,0.6755466460040184
2.7800000000000002,0.6904099933576572
2.79,0.7051560550478022
2.8,0.7197713237422546
2.81,0.7342429402822747
2.8200000000000003,0.7485587021485939
2.83,0.7627070701829444
2.84,0.7766771735160851
2.85,0.7904588126599179
2.8600000000000003,0.8040424607281069
2.87,0.8174192627569151
2.88,0.8305810331054501
2.89,0.8435202509222566
2.9000000000000004,0.8562300536734828
2.91,0.8687042287357494
2.92,0.8809372030655069
2.9299999999999997,0.8929240309650323
2.94,0.904660379973812
2.95,0.9161425149226229
2.96,0.9273672801962252
2.9699999999999998,0.9383320802590102
2.98,0.9490348585063285
2.99,0.9594740745124937
3.0,0.969648679754342
3.0100000000000002,0.9795580918970649
3.02,0.9892021677364821
3.0300000000000002,0.9985811748989426
3.04,1.0076957624069485
3.05,1.016546930224678
3.06,1.0251359979037402
3.07,1.0334645724545204
3.08,1.0415345155736841
3.09,1.0493479103623833
3.1,1.0569070276736459
3.11,1.0642142922303701
3.12,1.0712722486579476
3.13,1.0780835275772653
3.14,1.0846508119049827
3.15,1.090976803508608
3.16,1.0970641903634308
3.17,1.102915614357732
3.18,1.1085336398908634
3.19,1.113920723406672
3.2,1.1190791840016343
3.21,1.1240111752434345
3.22,1.1287186583314495
3.23,1.1332033767254681
3.24,1.1374668323635173
3.25,1.141510263583301
3.2600000000000002,1.1453346248549456
3.27,1.148940568425476
3.2800000000000002,1.1523284279673496
3.29,1.155498204315126
3.3000000000000003,1.1584495533654322
3.31,1.161181776206079
3.32,1.1636938115306181
3.33,1.1659842303845154
3.34,1.1680512332790738
3.35,1.1698926496985058
3.36,1.1715059400150274
3.37,1.172888199816023
3.38,1.1740361666363657
3.39,1.1749462290781154
3.4,1.1756144382888853
3.41,1.1760365217593454
3.42,1.1762078993896257
3.43,1.176123701763842
3.44,1.1757787905617398
3.45,1.1751677810263443
3.46,1.1742850663969187
3.47,1.17312484420719
3.48,1.1716811443399286
3.49,1.1699478587205911
3.5,1.16791877252484
3.5100000000000002,1.1655875967674147
3.52,1.1629480021330947
3.5300000000000002,1.1599936539043774
3.54,1.1567182478350544
3.5500000000000003,1.153115546814036
3.56,1.1491794181597947
3.57,1.1449038713824307
3.58,1.1402830962477315
3.59,1.135311500975914
3.6,1.129983750406572
3.61,1.1242948039611456
3.62,1.1182399532348328
3.63,1.1118148590510413
3.64,1.1050155878136922
3.65,1.0978386469955672
3.66,1.090281019604388
3.67,1.0823401974728846
3.68,1.074014213224039
3.69,1.0653016707685998
3.7,1.0562017741984258
3.71,1.046714354946248
3.72,1.0368398970902915
3.73,1.0265795606904138
3.74,1.0159352030512432
3.75,1.0049093978172183
3.7600000000000002,0.9935054518140374
3.77,0.9817274195613673
3.7800000000000002,0.9695801153920288
